id,question_code,question_number,question_text,category_id,category_name,is_start_question,parent_question_id,check_box,max_select,block_number,block_text,color_code,version
180,9_18,18,How’s the mess level in your house vs your room?,9,Family,,,FALSE,1,4,Chores,#F08080,1
181,9_19,19,"Some chores you’re asked to do. Others just… become yours.
Cooking, cleaning, babysitting—every home runs on someone’s effort.

Which jobs do you find yourself doing (even when no one says thanks)?",9,Family,,,TRUE,10,4,Chores,#ADD8E6,1
182,9_20,20,"Some people get paid for chores. Some get paid for grades. Some get… nothing.
Allowance rules say a lot about how families see effort, trust, and money.
Curious how your setup compares to others? You’re about to help build the stats.

Is your allowance based on anything?",9,Family,,,FALSE,1,4,Chores,#FFB6C1,1
183,9_21,21,"Some save. Some spend. Some make it disappear on snacks and vibes.
Money habits start early—even the tiny ones.

What do you usually do with your allowance?",9,Family,,,TRUE,10,4,Chores,#98FB98,1
184,9_22,22,"You don’t always say it out loud—but it still leaks out. Some teens hide. Some shut down. Some start fights.

When something hurts, what do you actually do at home?
",9,Family,,,FALSE,1,2,Household,#FFE066,1
185,9_23,23,"Some things are hard to say out loud—but they still matter. Feeling misunderstood can make even love feel heavy.
[playlist:Family]

What do you wish your parent understood about you?",9,Family,,,FALSE,1,1,Home is a Vibe,#FFAD84,1
186,9_24,24,"Support isn’t just about love—it’s about how it’s given. Even the best intentions can miss the mark.
What would actually help you feel seen and heard?
Want to say something without a fight?
Share this playlist with your parent.
It's not about blame. It’s about how support can feel strong and soft.
[playlist:Family]

What do you wish your parents did differently to support you?",9,Family,,,TRUE,10,2,Household,#D6C7E7,1
187,10_1,1,"Did you know many teens have tried AI for school or learning?
Have you used the following AI tools?",10,Dream_Era,,,TRUE,10,1,"AI & Me: Use It, Build It, or Stop it",#F08080,1
188,10_2,2,What did you use them for? ,10,Dream_Era,,,TRUE,10,1,"AI & Me: Use It, Build It, or Stop it",#ADD8E6,1
189,10_3,3,What’s stopping you from using AI more?,10,Dream_Era,,,FALSE,1,1,"AI & Me: Use It, Build It, or Stop it",#98FB98,1
190,10_4,4,What is your plan with AI? ,10,Dream_Era,,,FALSE,1,1,"AI & Me: Use It, Build It, or Stop it",#B0C4DE,1
191,10_5,5,"If you chose to build it or use it, which role sounds most like you?",10,Dream_Era,,,FALSE,1,1,"AI & Me: Use It, Build It, or Stop it",#F08080,1
192,10_6,6,Should we stop AI?,10,Dream_Era,,,FALSE,1,1,"AI & Me: Use It, Build It, or Stop it",#ADD8E6,1
193,10_7,7,"You don’t get polled—but you’ll live the outcome.
AI is changing jobs, and 41% of grads aren’t using their degrees.
What kinds of new jobs do you think could grow—knowing no one can really predict the future?

You may want to check out ""The Future of Work"" at BBC ",10,Dream_Era,,,TRUE,10,2,"Work, Worth & the AI Economy",#FFB6C1,1
194,10_8,8,"If you could make good money without a degree, would you skip college?
No one path fits all. But asking these questions early? That’s what smart people do.",10,Dream_Era,,,FALSE,1,2,"Work, Worth & the AI Economy",#98FB98,1
195,10_9,9,Should you learn to weld and make $150k underwater?,10,Dream_Era,,,FALSE,1,2,"Work, Worth & the AI Economy",#ADD8E6,1
196,10_10,10,"Plumbing: one of the last jobs robots can’t do (yet).
Would you?",10,Dream_Era,,,FALSE,1,2,"Work, Worth & the AI Economy",#98FB98,1
197,10_11,11,"Plenty of sunshine. Plenty of weeds. No robots in sight (yet).
Jobs like hand-weeding are open. Would you take one?",10,Dream_Era,,,FALSE,1,2,"Work, Worth & the AI Economy",#ADD8E6,1
198,10_12,12,How much would you want to be paid per year to pull weeds?,10,Dream_Era,,,FALSE,1,2,"Work, Worth & the AI Economy",#F08080,1
199,10_13,13,"How much do you think workers like this (e.g., weeding by hand) are usually paid per year?",10,Dream_Era,,,FALSE,1,2,"Work, Worth & the AI Economy",#D6C7E7,1
200,10_14,14,"Even before AI hit the job market, over half of young adults (18–29) were still living with their parents.
If jobs stay flaky and rent keeps climbing, what’s your Plan B?",10,Dream_Era,,,FALSE,1,2,"Work, Worth & the AI Economy",#FFAD84,1
201,10_15,15,"When AI does the work, humans still need to eat.
Should the government step in—or let it play out?
Your ideas now could shape what happens next.
This isn’t a quiz—it’s a fork in the road.",10,Dream_Era,,,FALSE,1,2,"Work, Worth & the AI Economy",#FFE066,1
202,10_16,16,"Let’s say you got $1,000/month UBI, no strings attached.
Would it be survival? Freedom? Strategy?
What’s your real plan?",10,Dream_Era,,,FALSE,1,2,"Work, Worth & the AI Economy",#F08080,1
203,10_17,17,"If AI is so powerful—like, powerful enough to take everyone’s job—why can’t it earn $100K a year for everyone?",10,Dream_Era,,,FALSE,1,2,"Work, Worth & the AI Economy",#D6C7E7,1
204,10_18,18,"You grew up with AI in your pocket.
Maybe you’re the first generation to dream beyond survival.
What would you do if you had $100K/year—no strings attached?",10,Dream_Era,,,TRUE,10,2,"Work, Worth & the AI Economy",#ADD8E6,1
205,10_19,19,"If AI can do most of the thinking, what do you think humans are here for?",10,Dream_Era,,,FALSE,1,2,"Work, Worth & the AI Economy",#98FB98,1
206,10_20,20,"AI might replace jobs—but it doesn’t have to replace people.
Why do you think people should work?",10,Dream_Era,,,TRUE,10,2,"Work, Worth & the AI Economy",#B0C4DE,1
207,10_21,21,In a world changing fast—what do you hope your future self will thank you for?,10,Dream_Era,,,TRUE,10,3,"Future Me: Real, Brave, and Still Human",#F08080,1
208,10_22,22,"In a tech-filled future, what still excites you most?",10,Dream_Era,,,TRUE,10,3,"Future Me: Real, Brave, and Still Human",#ADD8E6,1
209,10_23,23,What’s something you secretly hope to be amazing at?,10,Dream_Era,,,TRUE,10,3,"Future Me: Real, Brave, and Still Human",#FFB6C1,1
210,10_24,24,What’s your biggest fear about the future?,10,Dream_Era,,,TRUE,10,3,"Future Me: Real, Brave, and Still Human",#98FB98,1
211,10_25,25,What are you quietly building for your future self—something even smarter tech can’t touch?,10,Dream_Era,,,TRUE,10,3,"Future Me: Real, Brave, and Still Human",#FFE066,1
212,11_1,1,"Back-to-school isn’t just supplies and schedules.
It’s a whole emotional climate change.
What’s your first day of school vibe?",11,School,,,FALSE,1,1,Ready or Not,#FFAD84,1
213,11_2,2,What went through your head when you saw your class seating chart?,11,School,,,FALSE,1,1,Ready or Not,#D6C7E7,1
214,11_3,3,How different do you feel compared to last school year?,11,School,,,FALSE,1,1,Ready or Not,#F08080,1
215,11_4,4,What was your school vibe last year?,11,School,,,FALSE,1,1,Ready or Not,#ADD8E6,1
216,11_5,5,Which school subjects do you actually enjoy? (Pick up to 3),11,School,,,TRUE,3,1,Ready or Not,#98FB98,1
217,11_6,6,What stresses you the most?,11,School,,,FALSE,1,1,Ready or Not,#B0C4DE,1
218,11_7,7,Which PE sports do you like most? (Pick up to 3),11,School,,,TRUE,3,1,Ready or Not,#F08080,1
219,11_8,8,"If you had to choose a vibe: cozy, chaotic, chill, or clever?",11,School,,,FALSE,1,2,Between the Bells,#ADD8E6,1
220,11_9,9,Where do you feel most like yourself in school?,11,School,,,FALSE,1,2,Between the Bells,#FFB6C1,1
221,11_10,10,What’s your usual hallway energy?,11,School,,,FALSE,1,2,Between the Bells,#98FB98,1
222,11_11,11,"
For some, lunch's the best part of the day. For others, it’s like surviving a social obstacle course.
How does lunchtime usually feel for you?",11,School,,,FALSE,1,2,Between the Bells,#ADD8E6,1
223,11_12,12,When the teacher asks a question and no one answers…,11,School,,,FALSE,1,3,When You Speak Up,#FFAD84,1
224,11_13,13,"If a teacher calls on you and you don’t know the answer, what do you do?",11,School,,,FALSE,1,3,When You Speak Up,#F08080,1
225,11_14,14,"If you give the wrong answer in class, what do you do next?",11,School,,,FALSE,1,3,When You Speak Up,#D6C7E7,1
226,11_15,15,You said something in class or in a group… and everyone just ignored it. What’s your first thought?,11,School,,,FALSE,1,3,When You Speak Up,#ADD8E6,1
227,11_16,16,How do you feel turning in something early?,11,School,,,FALSE,1,3,When You Speak Up,#98FB98,1
228,11_17,17,When a group project falls apart but you did your part…,11,School,,,FALSE,1,3,When You Speak Up,#B0C4DE,1
229,11_18,18,"Teachers are asking for more meaningful teaching.
Students are asking for more purpose and connection.
And AI? It’s already answering the easy stuff—so what we teach (and how) has to evolve.
So what do you wish school did differently—to actually help students like you?",11,School,,,TRUE,10,4,Rethinking School ,#F08080,1
230,11_19,19,What do you wish your teacher understood about you?,11,School,,,FALSE,1,4,Rethinking School ,#ADD8E6,1
231,11_20,20,What do you think your teachers might be struggling with?,11,School,,,TRUE,10,4,Rethinking School ,#FFB6C1,1
232,12_1,1,Which video games do you play the most?,12,Fun_Stuff,,,FALSE,1,1,Video Games,#98FB98,1
233,12_2,2,Who do you play games with the most?,12,Fun_Stuff,,,FALSE,1,1,Video Games,#FFE066,1
234,12_3,3,What keeps you playing a game? What’s the hook? (Pick one or two),12,Fun_Stuff,,,TRUE,2,1,Video Games,#FFAD84,1
235,12_4,4,When do you usually play video games?,12,Fun_Stuff,,,FALSE,1,1,Video Games,#98FB98,1
236,12_5,5,"If this were your last meal, what would you choose for your main course?",12,Fun_Stuff,,,FALSE,1,2,Food,#D6C7E7,1
237,12_6,6,"If this were your last meal, what would you choose for your drink?",12,Fun_Stuff,,,FALSE,1,2,Food,#F08080,1
238,12_7,7,What kind of shows or movies do you watch most? (Pick up to 3),12,Fun_Stuff,,,TRUE,3,3,Movies/Shows,#ADD8E6,1
239,12_8,8,Where do you usually watch movies or shows? (Pick up to 3),12,Fun_Stuff,,,TRUE,3,3,Movies/Shows,#FFAD84,1
240,12_9,9,"Do you watch sports? If yes, what do you watch the most? (Pick 2)",12,Fun_Stuff,,,TRUE,2,4,Sports,#FFE066,1
241,13_1,1,What do you do when you feel a fart coming during class?,13,Chaos,,,FALSE,1,1,Bodily Betrayal 101,#F08080,1
242,13_2,2,What’s the worst time for your stomach to make a weird noise?,13,Chaos,,,FALSE,1,1,Bodily Betrayal 101,#ADD8E6,1
243,13_3,3,What’s the worst time to sneeze?,13,Chaos,,,FALSE,1,1,Bodily Betrayal 101,#FFB6C1,1
244,13_4,4,Which day is the worst to wake up with a giant pimple?,13,Chaos,,,FALSE,1,1,Bodily Betrayal 101,#D6C7E7,1
245,13_5,5,What do you do when you wave back—and realize it wasn’t for you?,13,Chaos,,,FALSE,1,2,Cringe & Chaos Edition,#98FB98,1
246,13_6,6,What’s the dumbest reason your friend group has ever argued?,13,Chaos,,,FALSE,1,2,Cringe & Chaos Edition,#FFAD84,1
247,13_7,7,"If your group had a TV show, what’s the first episode called?",13,Chaos,,,FALSE,1,2,Cringe & Chaos Edition,#ADD8E6,1
248,13_8,8,What’s the snack rule at your sleepovers? ,13,Chaos,,,FALSE,1,2,Cringe & Chaos Edition,#D6C7E7,1
